"sumdid","companyname"
"Powereda4712099-5e55-5332-996c-d6e5c910535d","Jump"
"Powereda4cf2172-9d7e-51d0-a765-e75596da991c","Jump"
"Powereda4e72e0d-3981-5000-916f-7496f45b1ad4","Jump"
"PoweredA4L2G","Bird"
"PoweredA4W6SBPGSBXBL","Lime"
"Powereda51ff7e4-57b3-53ac-ad40-02aad9208d64","Jump"
"Powereda52c64e6-2cad-5e1a-8f91-5882e2475466","Jump"
"PoweredA52YE","Bird"
"PoweredA54P7DOFZA7I2","Lime"
"PoweredA56D6","Bird"
"Powereda5880844-c109-5ba5-996d-a36474b650f3","Jump"
"Powereda5c1a151-428c-54c6-9911-89c698927d3c","Jump"
"Powereda5fce5d0-a6d0-5155-ac6f-e1ca3bf03805","Jump"
"PoweredA5M66","Bird"
"PoweredA5Q6W","Bird"
"PoweredA5RBD","Bird"
"PoweredA5TVU","Bird"
"Powereda638f5ec-19a8-51ad-ba9d-a4d924436571","Jump"
"PoweredA64US","Bird"
"Powereda699b0c6-39bf-54bc-a164-8bb323ab0122","Jump"
"Powereda6ab5157-c8d0-564d-a46a-79edb5cad906","Jump"
"Powereda6e4409b-30b1-5a4d-97ed-5cff5f70f261","Jump"
"PoweredA6ODKFMWQWABP","Lime"
"Powereda72c28a5-e380-524a-b1ea-980bf791cf77","Jump"
"Powereda72e8013-eaa2-54d5-a32d-0ea9066c7efe","Jump"
"Powereda72ed6c3-85a4-5e11-96ab-3405bf57a260","Jump"
"PoweredA743X","Bird"
"Powereda76acdd5-2e67-5278-8854-dcfe684006f5","Jump"
"Powereda7ad4adb-1bb9-5d77-b10a-1ae2de07ab51","Jump"
"Powereda7dd7a8f-fbc1-58af-9bf0-705793a635b8","Jump"
"Powereda7e6e38c-8f4e-5ce3-b0a5-4e3434aa42d4","Jump"
"PoweredA7I6Z","Bird"
"PoweredA7J6FODSMFJXA","Lime"
"PoweredA7JNWZRBWO7DO","Lime"
"PoweredA7LQOCCODDSIC","Lime"
"PoweredA7NR4YE2QSLWF","Lime"
"Powereda82ca57c-0b0a-55d8-a7d8-47dd717d6e13","Jump"
"Powereda84c9b7c-ee8d-5506-8269-a24fc7072798","Jump"
"PoweredA85WA","Bird"
"Powereda8c8c0e4-7ec5-5623-b4ea-431a3b57e664","Jump"
"Powereda8ec6f65-8c26-5ebe-91e8-9ffe03b16835","Jump"
"PoweredA8Q7S","Bird"
"PoweredA8YN4","Bird"
"Powereda92ae337-6e8b-5b9f-bdb5-4d5d7845da25","Jump"
"PoweredA93MU","Bird"
"Powereda9bb9d51-3bcb-56dd-ad66-3aa157595d1a","Jump"
"Powereda9e4172a-e155-5a4d-ad20-8769344933af","Jump"
"PoweredA9GT8","Bird"
"PoweredA9K5V","Bird"
"PoweredA9W92","Bird"
"PoweredAA1E3","Bird"
"PoweredAA3ZQ7IPB7GAK","Lime"
"Poweredaa4ee3af-9139-5907-8cff-fc500a207507","Jump"
"Poweredaa6919f0-0e23-52d3-9b35-7c300ce6b5ce","Jump"
"PoweredAA8K3","Bird"
"PoweredAAFJRQCM2BIJR","Lime"
"PoweredAASB4","Bird"
"Poweredab132aac-e9c9-5dd9-b72a-ddd6ea6b9e4a","Jump"
"Poweredab3dea08-7b88-5cb6-bc17-bdb1b0aa4a96","Jump"
"PoweredAB4VX","Bird"
"Poweredab6713c3-7459-53c2-9c45-e0112f720aad","Jump"
"Poweredab942f39-8601-5911-b3cb-8b0f52d8139a","Jump"
"PoweredABGIY2PNE2QLY","Lime"
"PoweredABJNKD7I4LPCJ","Lime"
"PoweredABMIE5RQM5MJ6","Lime"
"PoweredABQJ8","Bird"
"Poweredac01620d-dfc0-527e-bc8a-215aa51b26d5","Jump"
"Poweredac104075-2c13-57d7-ba98-720d7491ff54","Jump"
"Poweredac330489-daee-58ab-9bad-2ad379ffded3","Jump"
"PoweredAC4KFEJR4UBGC","Lime"
"PoweredAC4O2SX2UDP4N","Lime"
"Poweredac715caa-251a-5cf8-a464-6e2c8d3f5048","Jump"
"Poweredac7200ea-c5a4-5362-94a8-03e4d2255104","Jump"
"PoweredAC75LKXR7K4AP","Lime"
"PoweredAC7JS","Bird"
"PoweredACB26","Bird"
"Poweredaccbe630-ee9d-5eb7-ac86-d42c1ff9591c","Jump"
"PoweredACEMW","Bird"
"PoweredACFWG","Bird"
"PoweredACGRB","Bird"
"Poweredad09745a-d68c-5586-a5d3-09eb75b511b7","Jump"
"Poweredad1d6d3b-162a-5bec-bffd-cac4ac8dee1c","Jump"
"Poweredad2ea963-c166-5330-912d-8e440d17c6de","Jump"
"PoweredAD3BS","Bird"
"Poweredad51f4de-b237-5d38-a32f-5fa9bbe864a8","Jump"
"Poweredad97d42f-386b-521e-83cf-25ed7908319d","Jump"
"Poweredadb19f78-f5cd-5110-8966-4814c2e5f2d5","Jump"
"Poweredadb7bc68-5a5e-59b3-8fb8-19785a6b57fa","Jump"
"PoweredADBYSO5F7BNJJ","Lime"
"Poweredade44e91-9ddb-5e3c-94d3-48682f0a96b2","Jump"
"PoweredADFJYOZ5PCHYD","Lime"
"PoweredADH2LYH6R6NG6","Lime"
"PoweredADJJS","Bird"
"PoweredADS5HDN2YBGKL","Lime"
"PoweredADYBC","Bird"
"PoweredAE3OACNUTMDUK","Lime"
"PoweredAE5QKKSVXWKNP","Lime"
"PoweredAE7TY","Bird"
"Poweredae8e528d-556a-5f94-b392-d85e0f5080ff","Jump"
"Poweredaeaa1a34-edcb-58ea-b130-75ee47b07ac9","Jump"
"Poweredaeb4f505-41e4-5785-92a5-2bd75dc6d3fd","Jump"
"PoweredAEG28","Bird"
"PoweredAEW7VANCKUK6X","Lime"
"PoweredAEWK9","Bird"
"PoweredAEZZTV7OOOAER","Lime"
"Poweredaf201dc2-e139-59a5-af58-8e2144f26def","Jump"
"Poweredaf3ab406-5174-55f7-bd76-16d184747053","Jump"
"PoweredAF8AN","Bird"
"Poweredafd113af-2f0e-55f9-b151-1d86bc65a82e","Jump"
"Poweredafd3783a-55c4-58c7-8436-a348f45ae633","Jump"
"PoweredAFEV3","Bird"
"PoweredAFKRV","Bird"
"PoweredAFRB4OJC7GF3H","Lime"
"PoweredAG5FX","Bird"
"PoweredAGH3S","Bird"
"PoweredAGKJK","Bird"
"PoweredAGR3R","Bird"
"PoweredAGRAY","Bird"
"PoweredAGUKQSTNYB2UE","Lime"
"PoweredAHEIU","Bird"
"PoweredAHGGN","Bird"
"PoweredAHGIG","Bird"
"PoweredAHNE4","Bird"
"PoweredAHPGT","Bird"
"PoweredAHPZGLLSYTNMS","Lime"
"PoweredAHSG1","Bird"
"PoweredAHUWD","Bird"
"PoweredAHWZYNDOBGK5N","Lime"
"PoweredAHZXFQBLMHONL","Lime"
"PoweredAI4ST","Bird"
"PoweredAID5L","Bird"
"PoweredAIF8L","Bird"
"PoweredAIFQ9","Bird"
"PoweredAIHEUK4K3RQCN","Lime"
"PoweredAILBNBHXJ6SBV","Lime"
"PoweredAIPE5","Bird"
"PoweredAISLZ","Bird"
"PoweredAITRHQXD7CCCP","Lime"
"PoweredAJH3PM4JFBMGE","Lime"
"PoweredAK22H37JMNBHA","Lime"
"PoweredAK272","Bird"
"PoweredAK36E","Bird"
"PoweredAK442HUNLJ36S","Lime"
"PoweredAK4I8","Bird"
"PoweredAKEA4","Bird"
"PoweredAKIQD","Bird"
"PoweredAKJPQ","Bird"
"PoweredAKWXXWK3HB2WC","Lime"
"PoweredAL5KY2EYSKSKH","Lime"
"PoweredAL5VJH3BPSQ5A","Lime"
"PoweredALPMX","Bird"
"PoweredAM14N","Bird"
"PoweredAMAS8","Bird"
"PoweredAMLAI4DWT2SXM","Lime"
"PoweredAMW9C","Bird"
"PoweredAMWHE","Bird"
"PoweredANFOCGTKQZPKK","Lime"
"PoweredAO76SMPD4ZEBJ","Lime"
"PoweredAOI4QM2LCVRBN","Lime"
"PoweredAOTKJ2ALUB53R","Lime"
"PoweredAOXKFP4URON4Q","Lime"
"PoweredAP5F3","Bird"
"PoweredAPDSV","Bird"
"PoweredAPHQ9","Bird"
"PoweredAPID7","Bird"
"PoweredAPS1U","Bird"
"PoweredAPVFX4KSCZHMU","Lime"
"PoweredAPYCU","Bird"
"PoweredAQ3D7","Bird"
"PoweredAQEOQ4SAV6ZOF","Lime"
"PoweredAQICN","Bird"
"PoweredAQIWOA3DDZLLF","Lime"
"PoweredAQOV5LQZI2MGV","Lime"
"PoweredAQT6LIBWPL2AW","Lime"
"PoweredAQXCB","Bird"
"PoweredARDHXQEAXHFKH","Lime"
"PoweredARGIS","Bird"
"PoweredARPZ4IQGCOQYP","Lime"
"PoweredARSB7JNQS7WJQ","Lime"
"PoweredARSYW","Bird"
"PoweredARV8R","Bird"
"PoweredAS6DJPP44XMZX","Lime"
"PoweredASIWKFRC4MBFS","Lime"
"PoweredASJRY","Bird"
"PoweredASKNMUV5I3WAU","Lime"
"PoweredASR1Z","Bird"
"PoweredAT8UA","Bird"
"PoweredATCEF","Bird"
"PoweredATHZW","Bird"
"PoweredATJND","Bird"
"PoweredATP7PTM75MPPD","Lime"
"PoweredATS1J","Bird"
"PoweredAU41W","Bird"
"PoweredAUEC3ZVEBFFUU","Lime"
"PoweredAUFRD","Bird"
"PoweredAUMBDQ5B5ZCVX","Lime"
"PoweredAUTHG","Bird"
"PoweredAUV5L","Bird"
"PoweredAV8RS","Bird"
"PoweredAW77F","Bird"
"PoweredAWHJR","Bird"
"PoweredAWI7A","Bird"
"PoweredAXFDM","Bird"
"PoweredAY42Y","Bird"
"PoweredAYR4N","Bird"
"PoweredAYUGLQORHBOZL","Lime"
"PoweredAZ39N","Bird"
"PoweredAZL1B","Bird"
"PoweredAZRTE","Bird"
"PoweredAZRVL","Bird"
"PoweredAZTS8","Bird"
"PoweredAZVLL","Bird"
"PoweredAZZVP","Bird"
"Poweredb026d991-9e19-561b-a507-e4cd299e1acd","Jump"
"Poweredb035ee75-ef3d-58b2-82a0-d049c46f5fae","Jump"
"Poweredb042e5ab-2643-5adb-915a-ab5be9a9a884","Jump"
"Poweredb05e058f-d5af-5f11-b380-9bc5cdd1ddff","Jump"
"Poweredb10f56a6-f3c1-5488-9bd0-994a6f452423","Jump"
"Poweredb1354590-ab1a-5dda-9f7c-4787999d4888","Jump"
"Poweredb16977d6-ec70-5d40-9b7b-1739bfcde6d3","Jump"
"Poweredb17b214b-eb4e-50f9-b60a-cc5e1a3ecfdd","Jump"
"Poweredb19e7c8c-098e-5827-9c4d-f787b316009c","Jump"
"Poweredb1cae3ed-4c2e-58ec-bfa8-a05360c7e5dc","Jump"
"Poweredb1ce2d7b-5cfd-5b0d-8d2e-e7ab2bff1d5c","Jump"
"Poweredb1ce8975-e3bf-5678-8a86-489bd8e904fc","Jump"
"Poweredb1e8790e-5c1f-5446-ad2c-71f245b3c485","Jump"
"Poweredb21b3e3e-7bf6-555c-8834-26c9189a1c19","Jump"
"Poweredb23594fd-07c2-52a1-823b-409fbf845544","Jump"
"Poweredb24da9d9-6494-586a-ae35-1f35c83c2ffe","Jump"
"PoweredB25TTMIFKVFJQ","Lime"
"PoweredB266JN56GCRG5","Lime"
"Poweredb26d8bee-55c6-523f-b0b7-7069a01163a3","Jump"
"PoweredB2EUP","Bird"
"PoweredB2F1C","Bird"
"PoweredB2JTW","Bird"
"PoweredB2LXY","Bird"
"PoweredB2NAS4AKHW5DQ","Lime"
"PoweredB2ST3","Bird"
"Poweredb3259aa2-8607-5176-80ce-f439fba3653a","Jump"
"Poweredb32ad1e1-5a8a-5979-8b31-147d31ffb959","Jump"
"Poweredb352730c-ecb6-57ad-a491-f8819be313b8","Jump"
"PoweredB35JGMZYVLRII","Lime"
"Poweredb3b2528e-350e-5d2a-91be-0bf6117f37ee","Jump"
"PoweredB3C5I","Bird"
"PoweredB3JE7KZRZOEDC","Lime"
"PoweredB3JKBPMZYRHNA","Lime"
"PoweredB3UDB","Bird"
"PoweredB3UHX7HW3FTQQ","Lime"
"PoweredB3VSV","Bird"
"PoweredB3YZ6RL773UX7","Lime"
"PoweredB45QZ","Bird"
"Poweredb4be4e66-7104-59f1-ba09-d1da51b05df5","Jump"
"Poweredb4d3abf4-8f62-54b6-af45-b424c70370f2","Jump"
"PoweredB4IR1","Bird"
"PoweredB4RMK","Bird"
"PoweredB4SLI","Bird"
"PoweredB4TW3","Bird"
"PoweredB4U4PNZMNRRYH","Lime"
"Poweredb501e979-8333-569c-b67e-5eca14b14da4","Jump"
"Poweredb543fea9-417e-503a-97c8-1793f9ae7543","Jump"
"Poweredb5526fb4-49fb-51d1-ba2f-575f57e31838","Jump"
"Poweredb5648259-14bf-5f0e-8af0-b61cd091a011","Jump"
"Poweredb59573a5-2433-5b33-8b0c-84a442530bf6","Jump"
"Poweredb5b313ee-9206-50fa-8770-576bf7f56aee","Jump"
"Poweredb5e5f524-99e1-5037-b35b-e10c220c6984","Jump"
"PoweredB5GOZBLYKEINL","Lime"
"PoweredB5JOLJHJY3P55","Lime"
"PoweredB5U6I3K64AQLG","Lime"
"PoweredB612B","Bird"
"Poweredb6265a11-522d-5a2b-a524-6a78146ea796","Jump"
"Poweredb646b8d1-a367-531a-9e0b-7dc39b9e771d","Jump"
"Poweredb6be8dd3-82d6-59b6-ba14-6e6db7941b63","Jump"
"PoweredB73XM","Bird"
"PoweredB73Z5","Bird"
"Poweredb742aa2a-8a3b-5872-8d1d-18aa44767daa","Jump"
"Poweredb74e2d71-5a51-5925-9ad5-12c153d5c5bb","Jump"
"Poweredb7636e1a-57ec-5b25-b0eb-24a9e2329b40","Jump"
"Poweredb76d8a78-2288-548e-8008-657447cec609","Jump"
"PoweredB77FL","Bird"
"Poweredb78a51c4-baee-5917-be6d-28413f355b01","Jump"
"PoweredB78GG","Bird"
"Poweredb7a3b2da-4d9b-5eac-9714-cf35f26691df","Jump"
"Poweredb7b4bb4b-13cc-520c-b1dc-17971bdc70aa","Jump"
"Poweredb7f0b347-68d4-54cb-baa8-82d53a72f9ca","Jump"
"PoweredB7GG3LNJZWZMS","Lime"
"PoweredB7IVY","Bird"
"PoweredB7PHN","Bird"
"PoweredB7SPY","Bird"
"Poweredb8068759-5cca-5004-9ea4-5ff810d12bc2","Jump"
"Poweredb81fd53b-f9ac-5e37-9ba7-1e05b5cd0735","Jump"
"Poweredb82b594a-0632-583e-9e05-c86fb9caecc4","Jump"
"PoweredB8389","Bird"
"Poweredb847bfb3-c69d-5dce-8367-df037db363f7","Jump"
"Poweredb857d61d-4091-5c6f-99c5-51e7b759a711","Jump"
"Poweredb88a05db-7bb8-5864-b4ca-83db99ac0d71","Jump"
"Poweredb88fc0e8-56c4-54fb-99e4-07fc1afad684","Jump"
"Poweredb8925f46-0e09-52f0-83f5-5da84d05b802","Jump"
"Poweredb8a3a269-d1ca-571f-9b2f-89b7399b5537","Jump"
"Poweredb8d073b6-d292-5d64-b8cc-304815bafef0","Jump"
"Poweredb8fa9ebd-201b-56bd-8310-2b4c8353a159","Jump"
"PoweredB8FZY","Bird"
"PoweredB8KZN","Bird"
"Poweredb90ec96b-f1e7-5fd5-bed4-d98d1ebeb7dc","Jump"
"Poweredb939f8fc-1de3-51dd-b945-925b04bd19d5","Jump"
"Poweredb93b8661-8640-5b49-a474-242a08aa2bdf","Jump"
"Poweredb94e3a5b-4cb8-5abc-8e2a-5b4e657ed1c1","Jump"
"PoweredB9AC8","Bird"
"PoweredB9G5I","Bird"
"PoweredB9WEF","Bird"
"PoweredB9ZUC","Bird"
"Poweredba213730-5704-5625-af7f-31c34d960b66","Jump"
"PoweredBA6LX","Bird"
"Poweredba8735b0-8c69-59ef-b8c7-88f13ed71d99","Jump"
"PoweredBAAXZ","Bird"
"Poweredbab4b7ff-44b6-5266-97c2-44ca17fcfe9e","Jump"
"Poweredbab8251f-0a3c-54d0-8ead-2a831d35ab67","Jump"
"Poweredbb4b8b9c-d184-5305-a0dc-6fd6de8b26df","Jump"
"Poweredbb60ef04-c719-597f-805f-20978964fd8c","Jump"
"PoweredBB7CA","Bird"
"PoweredBBBFV","Bird"
"PoweredBBJY52G7QGAOS","Lime"
"PoweredBBKCSVDXGGR3K","Lime"
"PoweredBBSEJ","Bird"
"PoweredBBSZA","Bird"
"Poweredbc55bab0-986d-567d-a12a-0c0ae4e383ab","Jump"
"Poweredbc5916ef-483b-5edd-a653-897a4ade6e43","Jump"
"PoweredBC6HD","Bird"
"Poweredbc94a5c0-2abc-5d5a-848b-2a6d7ff56710","Jump"
"PoweredBC9K6","Bird"
"PoweredBCB85","Bird"
"Poweredbcbf3749-72a3-54c7-b67f-39a6ea53fbeb","Jump"
"PoweredBCJBRMAPKCKTN","Lime"
"PoweredBCJTH","Bird"
"PoweredBCK7U","Bird"
"PoweredBCVOVYQUYCTFC","Lime"
"Poweredbd2a62a0-0381-5061-aa1d-8ae77343705a","Jump"
"Poweredbd99fad9-84ba-56ac-bfbb-eda31e9ced09","Jump"
"Poweredbdb68340-f6f5-561b-83ef-82a0c51f9630","Jump"
"Poweredbdf315ea-04b6-54e5-aa06-fbed78f41288","Jump"
"PoweredBDZUE6NRFF66G","Lime"
"PoweredBE3BS","Bird"
"PoweredBE65E","Bird"
"PoweredBE66EB6GBTF2W","Lime"
"PoweredBEB2ZOMQS4CI4","Lime"
"Poweredbeca00fd-2ee9-5448-a9d2-5a58c3e5d0eb","Jump"
"PoweredBENW2","Bird"
"PoweredBEXMR","Bird"
"PoweredBF16Y","Bird"
"PoweredBF4W5","Bird"
"Poweredbf5f34f9-82ef-5123-96b8-9fbeb2e86c85","Jump"
"Poweredbf65f390-4d88-5861-87bf-0c9943f3dced","Jump"
"PoweredBF8XE","Bird"
"Poweredbfad1c9c-dd2b-5a19-856c-a3b9c22ff00a","Jump"
"PoweredBFATS","Bird"
"PoweredBFCXJ","Bird"
"PoweredBFZLBWCSYLFZX","Lime"
"PoweredBG5RB","Bird"
"PoweredBG669","Bird"
"PoweredBGP6G","Bird"
"PoweredBGY9T","Bird"
"PoweredBHAPC","Bird"
"PoweredBHCHLC7NPZNBA","Lime"
"PoweredBHD3A","Bird"
"PoweredBHE6Q","Bird"
"PoweredBHHGX","Bird"
"PoweredBHQPF4NGORWCW","Lime"
"PoweredBHWAX","Bird"
"PoweredBI8A9","Bird"
"PoweredBILBH","Bird"
"PoweredBIMC8","Bird"
"PoweredBIQFK","Bird"
"PoweredBJ5DY","Bird"
"PoweredBJB3DII6ABOT3","Lime"
"PoweredBJEGLBDSWFTDY","Lime"
"PoweredBJFJZ","Bird"
"PoweredBJNWRVWSZEGQC","Lime"
"PoweredBJQFW","Bird"
"PoweredBK3KI","Bird"
"PoweredBKAB8","Bird"
"PoweredBKFA5","Bird"
"PoweredBKKI2SJSMUYX5","Lime"
"PoweredBKUM6","Bird"
"PoweredBL44C","Bird"
"PoweredBL4DWZ6V2RKYL","Lime"
"PoweredBL6ZZ","Bird"
"PoweredBLNAXKDXFUAL3","Lime"
"PoweredBLQ94","Bird"
"PoweredBLU2ZEAMQDJ3K","Lime"
"PoweredBLX3S","Bird"
"PoweredBM9H5","Bird"
"PoweredBMAAV","Bird"
"PoweredBMGSNU4OTD4SK","Lime"
"PoweredBMI2Y","Bird"
"PoweredBMKFWMFTAEULO","Lime"
"PoweredBMN4DSQCVSC5J","Lime"
"PoweredBMSNR","Bird"
"PoweredBMTF2","Bird"
"PoweredBN4MKJA6WI5Z7","Lime"
"PoweredBNP4F","Bird"
"PoweredBP1KA","Bird"
"PoweredBP1PJ","Bird"
"PoweredBP2JJ","Bird"
"PoweredBP2ZC","Bird"
"PoweredBP45IVHPZYERL","Lime"
"PoweredBP56VKWQKOKLK","Lime"
"PoweredBP8P1","Bird"
"PoweredBPB2NKRCMJ6R4","Lime"
"PoweredBQ4KA","Bird"
"PoweredBQDKY","Bird"
"PoweredBQE3FFNCUBVYT","Lime"
"PoweredBQI4A","Bird"
"PoweredBQW98","Bird"
"PoweredBRCJS","Bird"
"PoweredBRKGKG2V2DEDE","Lime"
"PoweredBRPXW","Bird"
"PoweredBRRXQ","Bird"
"PoweredBRX5Z","Bird"
"PoweredBS9C9","Bird"
"PoweredBSDDG","Bird"
"PoweredBSKA2","Bird"
"PoweredBSQQ7KXPNDM7E","Lime"
"PoweredBSQTT3QJMOGWG","Lime"
"PoweredBSSMK","Bird"
"PoweredBT3QN","Bird"
"PoweredBTLK7","Bird"
"PoweredBTN55","Bird"
"PoweredBTR6CGKL45JWU","Lime"
"PoweredBU1ZW","Bird"
"PoweredBUCMA","Bird"
"PoweredBUPIM","Bird"
"PoweredBUQ1X","Bird"
"PoweredBV1DT","Bird"
"PoweredBV42LPYJGVBL4","Lime"
"PoweredBVWZS","Bird"
"PoweredBVZ4I","Bird"
"PoweredBW91R","Bird"
"PoweredBWABLDUGDY2S3","Lime"
"PoweredBWPV7","Bird"
"PoweredBWQWV","Bird"
"PoweredBWUEHAVVGNTBD","Lime"
"PoweredBWUNW","Bird"
"PoweredBXJWQ","Bird"
"PoweredBXKI9","Bird"
"PoweredBXLZ3","Bird"
"PoweredBXSER","Bird"
"PoweredBY3DZ","Bird"
"PoweredBY4EU","Bird"
"PoweredBYI2DOD5P3VOR","Lime"
"PoweredBYKFOWELGPKH6","Lime"
"PoweredBYKNE","Bird"
"PoweredBYPPL","Bird"
"PoweredBYSKQXKZ6P76A","Lime"
"PoweredBZ4L4","Bird"
"PoweredBZ62R","Bird"
"PoweredBZA2F","Bird"
"PoweredBZI8X","Bird"
"PoweredBZTR8","Bird"
"PoweredBZVDT","Bird"
"PoweredBZYD3PR7EEMXK","Lime"
"Poweredc02aeae6-5fb9-50a8-83e3-e3825d54ad50","Jump"
"Poweredc032a0ae-1a60-57f3-aa70-ab2ac48959a6","Jump"
"Poweredc03fa3a7-af1d-5ebc-b48b-c0a6453a4492","Jump"
"Poweredc0bb0240-0727-5e93-b10e-26df5f65ad01","Jump"
"Poweredc0bb742e-7d00-56d2-8be4-a1f80c67244c","Jump"
"Poweredc0f24b4c-3ac7-578f-b1ce-84eae7be669c","Jump"
"Poweredc0f9c3a5-4923-52cb-a3e3-23b1d62c6525","Jump"
"Poweredc106a9ca-6408-5dec-a6b3-b892f83d19fb","Jump"
"Poweredc122f99e-6d90-579b-882f-694ec77c128f","Jump"
"Poweredc135a20b-234a-5006-aba9-ab2a2a7cefa8","Jump"
"Poweredc15304a4-61c5-596c-8732-78a909b928eb","Jump"
"Poweredc186bf5a-b909-5655-8021-f9b04e61aa5d","Jump"
"Poweredc18a82db-eba5-5ac1-9769-84a06a15ab9d","Jump"
"Poweredc198fd91-8310-58d3-b6b0-2a1994403c25","Jump"
"Poweredc1c24eb4-d632-5121-a01d-68baac6fa232","Jump"
"Poweredc2328400-1fdc-5d46-bf3f-98dc93a4330b","Jump"
"Poweredc25cd7bb-3007-5df0-b0c8-606eaf139918","Jump"
"PoweredC28LX","Bird"
"Poweredc2d0a425-86dd-5664-a036-d770559391bb","Jump"
"Poweredc2da1bdb-d2f8-54e6-9c87-e47406a577ae","Jump"
"Poweredc2f6915e-1b81-5920-a5cb-3f7c76715406","Jump"
"Poweredc2fffd26-bede-5903-84af-1f243ea5f5ee","Jump"
"PoweredC2PJURGPSFUXP","Lime"
"PoweredC2SD5JDTRA6Q4","Lime"
"PoweredC2SK4","Bird"
"PoweredC2UP2","Bird"
"PoweredC2YXAHDABQR64","Lime"
"Poweredc303c347-8b70-5768-a3d6-99ebdeca0e74","Jump"
"Poweredc32055c4-f4b3-5cb2-a015-5a850128100e","Jump"
"Poweredc327942f-2ce7-5873-bcd6-1691d1d584bb","Jump"
"PoweredC373KUYMR64SA","Lime"
"Poweredc38ca151-18b4-5529-96de-76768e5a5db4","Jump"
"Poweredc396367f-f1b1-5c47-88e6-7872bf6841ed","Jump"
"PoweredC3BDH","Bird"
"PoweredC3Q23WQKAFGJN","Lime"
"PoweredC3VWU","Bird"
"PoweredC3VX7A3NJIA5M","Lime"
"PoweredC4116","Bird"
"Poweredc42a0e8c-e957-5ec4-9b5f-34d299993166","Jump"
"PoweredC42VHR3WLNKTS","Lime"
"Poweredc44e554e-db06-5264-90ba-2131faa9967f","Jump"
"Poweredc48de746-0f1f-5242-acec-94051684084c","Jump"
"PoweredC49BZ","Bird"
"PoweredC4CGP","Bird"
"PoweredC4IQJED4GTWVH","Lime"
"PoweredC4JMV","Bird"
"PoweredC4LRD","Bird"
"PoweredC4Q5W","Bird"
"PoweredC4Q7Z","Bird"
"PoweredC4RNV","Bird"
"Poweredc5269400-7046-5360-99c7-cbbde355b292","Jump"
"Poweredc5607cab-b5c6-52f8-b8cf-3b6b3d4ef48d","Jump"
"Poweredc5a562ee-e22d-5815-93b8-4ccbd8191bb6","Jump"
"Poweredc5b5edf0-0b92-5a3b-b408-d6b98934fcea","Jump"
"PoweredC5B5K","Bird"
"Poweredc5f4513e-9b84-5eda-ab1c-37398d6dae7c","Jump"
"PoweredC5L38","Bird"
"PoweredC5M42FEH36NYJ","Lime"
"PoweredC5YSU","Bird"
"PoweredC62USEYDMW5FF","Lime"
"Poweredc655e09b-9c2a-5042-9ccd-5dbb4965395f","Jump"
"PoweredC67WR","Bird"
"Poweredc694c7c3-db8b-5666-b37e-1b623413ce37","Jump"
"PoweredC6E3S","Bird"
"Poweredc6f158df-4a96-55e3-9f14-6ad1ab92a4db","Jump"
"PoweredC6FSV","Bird"
"PoweredC6PDDC6OOF65G","Lime"
"PoweredC6VMM","Bird"
"PoweredC6XFS","Bird"
"Poweredc73cd5a6-2080-50de-a050-77e53056683c","Jump"
"Poweredc73dcbb0-2e5d-56d1-a6a0-7d9105bb0050","Jump"
"PoweredC74KPQ5J3OJGK","Lime"
"PoweredC76O5YMMHEWNU","Lime"
"Poweredc789b3ef-f7d7-5d3a-b1b7-23283d7ea662","Jump"
"PoweredC7EZRZTYAREOS","Lime"
"PoweredC7MTAEJR5C2Y7","Lime"
"PoweredC7RYK","Bird"
"PoweredC7SJ3","Bird"
"PoweredC7VHQZ7EBFWTB","Lime"
"PoweredC7WZP","Bird"
"PoweredC81WP","Bird"
"Poweredc82e4eff-f51e-5f4b-96ef-4423207fc24d","Jump"
"Poweredc85a6640-6efa-5119-b08d-469ffcbef615","Jump"
"PoweredC87XI","Bird"
"Poweredc88d78e2-b0ad-5b0e-8ab5-359917c4ba97","Jump"
"Poweredc89db994-56af-550e-a0ae-a23fd3682062","Jump"
"Poweredc8a0a8b1-02ea-580e-9f70-d795547f4697","Jump"
"Poweredc8c95b2d-0a05-5825-903c-d8aea01bf9ab","Jump"
"PoweredC8CT3","Bird"
"Poweredc8e400ae-54a1-5133-8813-d9c2c441d4a4","Jump"
"PoweredC8HZA","Bird"
"PoweredC8P4A","Bird"
"PoweredC8SVT","Bird"
"Poweredc912a61f-9045-5d00-acdd-e7a385b54fd6","Jump"
"Poweredc99be157-6777-5917-8007-8b6220a1f339","Jump"
"PoweredC9W9V","Bird"
"Poweredca2ff284-dd0f-58e3-af8e-8ccd5f98d862","Jump"
"PoweredCA2ONKRTKEVF7","Lime"
"PoweredCA5X75CSAD7HX","Lime"
"PoweredCA7I1","Bird"
"Poweredca84562e-f9f1-5b5a-8e85-f6d018c1125c","Jump"
"Poweredca84a2ec-4897-5562-a223-299439fc1aaa","Jump"
"PoweredCAA7W","Bird"
"Poweredcac32bdf-7649-5433-823e-97da36a1112d","Jump"
"Poweredcad45c37-19a8-51fb-9861-6c810aeda2f1","Jump"
"Poweredcafa6749-82a2-5cde-9165-42da2c8f2805","Jump"
"PoweredCAJE7","Bird"
"PoweredCAUUA","Bird"
"PoweredCAY3V","Bird"
"Poweredcb0e0fe4-3539-50ca-a604-1f621be92fe2","Jump"
"Poweredcb2a50d2-f412-5baf-9bf0-624fd8ff1f10","Jump"
"PoweredCB2MU","Bird"
